wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�;w1_zaszczepieni_w_wieku_0_11;w1_zaszczepieni_w_wieku_12_19;w1_zaszczepieni_w_wieku_20_39;w1_zaszczepieni_w_wieku_40_59;w1_zaszczepieni_w_wieku_60_69;w1_zaszczepieni_w_wieku_70plus;w3_zaszczepieni_pe�n�_dawk�_w_wieku_0_11;w3_zaszczepieni_pe�n�_dawk�_w_wieku_12_19;w3_zaszczepieni_pe�n�_dawk�_w_wieku_20_39;w3_zaszczepieni_pe�n�_dawk�_w_wieku_40_59;w3_zaszczepieni_pe�n�_dawk�_w_wieku_60_69;w3_zaszczepieni_pe�n�_dawk�_w_wieku_70plus
8;lubuskie;808;świebodziński;808022;gm.w Łagów;Zielonogórski;4907;2405;2362;49,0116;48,1353;0;110;546;763;529;457;0;102;533;753;521;453
20;podlaskie;2013;wysokomazowiecki;2013011;Wysokie Mazowieckie;Łomżyński;9336;4627;4493;49,5608;48,1255;0;236;1130;1467;1001;793;0;221;1082;1431;983;776
14;mazowieckie;1411;makowski;1411073;gm.m-w. Różan;Ostrołęcki;4400;2177;2117;49,4773;48,1136;0;115;528;708;438;388;0;110;517;687;429;374
4;kujawsko-pomorskie;418;włocławski;418132;gm.w Włocławek;Włocławski;7365;3620;3543;49,1514;48,1059;0;230;876;1311;695;508;0;223;853;1286;683;498
26;świętokrzyskie;2604;kielecki;2604033;gm.m-w. Chęciny;Kielecki;15031;7440;7230;49,4977;48,1006;0;416;1808;2473;1549;1194;0;394;1739;2418;1516;1163
28;warmińsko-mazurskie;2806;giżycki;2806042;gm.w Giżycko;Suwalski;8629;4278;4150;49,577;48,0936;0;273;1085;1469;900;551;0;253;1047;1440;876;534
2;dolnośląskie;208;kłodzki;208083;gm.m-w. Lądek-Zdrój;Wałbrzyski;8120;3985;3904;49,0764;48,0788;0;181;811;1217;872;904;0;172;792;1192;861;887
28;warmińsko-mazurskie;2816;piski;2816043;gm.m-w. Ruciane-Nida;Suwalski;7952;3945;3823;49,6102;48,076;0;177;851;1175;905;837;0;164;814;1142;881;822
6;lubelskie;617;świdnicki;617042;gm.w Rybczewice;Lubelski;3347;1681;1609;50,2241;48,0729;0;88;354;511;337;391;0;80;332;493;321;383
14;mazowieckie;1424;pułtuski;1424052;gm.w Świercze;Ciechanowski;4643;2323;2232;50,0323;48,0724;0;148;628;792;406;349;0;144;604;759;385;340
14;mazowieckie;1412;miński;1412112;gm.w Mińsk Mazowiecki;Siedlecki;15673;7765;7534;49,5438;48,0699;0;557;2078;2954;1233;943;0;524;1999;2891;1198;922
16;opolskie;1608;oleski;1608062;gm.w Rudniki;Częstochowski;8082;3946;3885;48,8245;48,0698;0;182;880;1260;813;811;0;173;858;1248;805;801
24;śląskie;2412;rybnicki;2412052;gm.w Świerklany;Katowicki;12540;6127;6027;48,8596;48,0622;0;422;1592;2106;1039;968;0;405;1554;2085;1029;954
14;mazowieckie;1403;garwoliński;1403032;gm.w Borowie;Siedlecki;5231;2601;2514;49,7228;48,0596;0;159;699;863;455;425;0;140;666;842;449;417
4;kujawsko-pomorskie;414;świecki;414063;gm.m-w. Nowe;Bydgoski;10103;4966;4855;49,1537;48,055;0;350;1106;1617;962;931;0;333;1076;1591;942;913
2;dolnośląskie;208;kłodzki;208092;gm.w Lewin Kłodzki;Wałbrzyski;1921;943;923;49,089;48,0479;0;60;198;326;177;182;0;58;192;321;176;176
8;lubuskie;802;krośnieński;802072;gm.w Maszewo;Zielonogórski;2787;1381;1339;49,5515;48,0445;0;109;329;455;277;211;0;102;315;443;271;208
10;łódzkie;1008;pabianicki;1008042;gm.w Dobroń;Sieradzki;7802;3852;3748;49,372;48,039;0;219;889;1367;736;641;0;205;861;1334;721;627
10;łódzkie;1010;piotrkowski;1010113;gm.m-w. Wolbórz;Piotrkowski;7836;3889;3764;49,6299;48,0347;0;196;959;1307;729;698;0;185;923;1278;710;668
24;śląskie;2416;zawierciański;2416073;gm.m-w. Pilica;Katowicki;8534;4180;4099;48,9805;48,0314;0;161;937;1354;856;872;0;156;910;1336;844;853
16;opolskie;1601;brzeski;1601033;gm.m-w. Grodków;Opolski;18984;9499;9117;50,0369;48,0247;0;615;2124;2926;2040;1794;0;572;2034;2846;1940;1725
28;warmińsko-mazurskie;2804;elbląski;2804042;gm.w Markusy;Elbląski;4021;2009;1931;49,9627;48,0229;0;196;539;698;347;229;0;185;515;673;332;226
14;mazowieckie;1412;miński;1412142;gm.w Stanisławów;Siedlecki;6797;3380;3264;49,7278;48,0212;0;196;915;1178;616;475;0;176;875;1149;604;460
32;zachodniopomorskie;3217;wałecki;3217043;gm.m-w. Tuczno;Pilski;4871;2427;2339;49,8255;48,0189;0;162;554;746;500;465;0;147;534;720;487;451
14;mazowieckie;1403;garwoliński;1403103;gm.m-w. Pilawa;Siedlecki;10959;5404;5262;49,3111;48,0153;0;329;1470;1830;1004;771;0;304;1414;1800;984;760
22;pomorskie;2202;chojnicki;2202052;gm.w Konarzyny;Słupski;2285;1114;1097;48,7527;48,0088;0;96;306;390;168;154;0;93;301;390;167;146
2;dolnośląskie;204;górowski;204043;gm.m-w. Wąsosz;Leszczyński;7064;3471;3391;49,1365;48,004;0;235;752;1123;743;618;0;224;723;1106;728;610
30;wielkopolskie;3015;nowotomyski;3015063;gm.m-w. Zbąszyń;Zielonogórski;13804;6839;6626;49,5436;48,0006;0;442;1762;2294;1192;1149;0;420;1686;2232;1164;1124
24;śląskie;2417;żywiecki;2417112;gm.w Rajcza;Bielski;8709;4272;4179;49,0527;47,9848;0;241;1025;1437;780;789;0;223;996;1413;772;775
22;pomorskie;2203;człuchowski;2203062;gm.w Przechlewo;Słupski;6273;3075;3009;49,0196;47,9675;0;212;715;1057;622;469;0;206;696;1037;608;462
10;łódzkie;1018;wieruszowski;1018012;gm.w Bolesławiec;Kaliski;4075;1999;1954;49,0552;47,9509;0;90;476;677;396;360;0;82;465;671;387;349
24;śląskie;2405;gliwicki;2405052;gm.w Rudziniec;Katowicki;10682;5229;5122;48,9515;47,9498;0;340;1239;1862;930;858;0;326;1212;1821;917;846
4;kujawsko-pomorskie;419;żniński;419043;gm.m-w. Łabiszyn;Bydgoski;10343;5059;4959;48,9123;47,9455;1;332;1311;1670;978;767;0;313;1284;1636;971;755
14;mazowieckie;1428;sochaczewski;1428042;gm.w Młodzieszyn;Skierniewicki;5559;2754;2665;49,5413;47,9403;0;168;717;885;536;448;0;154;685;865;521;440
14;mazowieckie;1419;płocki;1419012;gm.w Bielsk;Płocki;9053;4438;4340;49,0224;47,9399;0;286;1195;1584;741;632;0;274;1160;1553;732;621
14;mazowieckie;1428;sochaczewski;1428052;gm.w Nowa Sucha;Skierniewicki;6702;3293;3212;49,1346;47,926;0;218;868;1153;546;508;0;209;845;1133;541;484
28;warmińsko-mazurskie;2804;elbląski;2804063;gm.m-w. Młynary;Elbląski;4411;2197;2114;49,8073;47,9256;0;158;522;738;423;356;0;144;498;722;411;339
12;małopolskie;1218;wadowicki;1218102;gm.w Wieprz;Bielski;12504;6121;5992;48,9523;47,9207;0;405;1681;2135;1050;850;0;387;1635;2093;1038;839
28;warmińsko-mazurskie;2819;węgorzewski;2819022;gm.w Pozezdrze;Suwalski;3241;1604;1553;49,4909;47,9173;0;92;386;516;342;268;0;89;371;504;330;259
30;wielkopolskie;3027;turecki;3027092;gm.w Władysławów;Koniński;8088;4013;3875;49,6167;47,9105;0;229;1110;1420;684;570;0;211;1063;1383;665;553
4;kujawsko-pomorskie;414;świecki;414032;gm.w Drzycim;Bydgoski;4889;2406;2342;49,2125;47,9035;0;175;597;855;435;344;0;164;580;836;428;334
22;pomorskie;2203;człuchowski;2203043;gm.m-w. Debrzno;Słupski;8959;4373;4291;48,8113;47,896;0;288;1026;1372;887;800;0;275;1005;1350;871;790
10;łódzkie;1010;piotrkowski;1010093;gm.m-w. Sulejów;Piotrkowski;16308;8089;7810;49,6014;47,8906;0;488;1896;2801;1530;1374;0;455;1824;2732;1483;1316
10;łódzkie;1012;radomszczański;1012113;gm.m-w. Przedbórz;Piotrkowski;7052;3451;3377;48,9365;47,8871;0;186;833;1094;699;639;0;179;809;1074;687;628
14;mazowieckie;1424;pułtuski;1424012;gm.w Gzy;Ciechanowski;3736;1850;1789;49,5182;47,8854;0;116;474;571;355;334;0;107;456;554;349;323
26;świętokrzyskie;2601;buski;2601022;gm.w Gnojno;Kielecki;4344;2149;2080;49,4705;47,8821;0;98;502;695;394;460;0;92;483;680;383;442
30;wielkopolskie;3003;gnieźnieński;3003082;gm.w Niechanowo;Poznański;6036;2976;2890;49,3042;47,8794;0;195;846;1016;529;390;0;176;815;999;514;386
30;wielkopolskie;3003;gnieźnieński;3003032;gm.w Gniezno;Poznański;12644;6211;6053;49,1221;47,8725;0;450;1788;2364;950;659;0;432;1731;2317;933;640
2;dolnośląskie;214;oleśnicki;214062;gm.w Oleśnica;Wrocławski;14124;6957;6761;49,2566;47,8689;0;396;1959;2590;1194;818;0;364;1896;2526;1176;799
12;małopolskie;1201;bocheński;1201063;gm.m-w. Nowy Wiśnicz;Tarnowski;14250;6978;6817;48,9684;47,8386;0;523;1905;2491;1082;977;0;502;1850;2445;1066;954
2;dolnośląskie;216;polkowicki;216043;gm.m-w. Polkowice;Legnicki;27704;13538;13250;48,8666;47,827;0;821;3292;4806;2203;2416;0;778;3208;4714;2177;2373
28;warmińsko-mazurskie;2801;bartoszycki;2801052;gm.w Górowo Iławeckie;Olsztyński;6783;3372;3244;49,7125;47,8254;0;238;888;1125;613;508;0;223;854;1089;590;488
10;łódzkie;1010;piotrkowski;1010042;gm.w Grabica;Piotrkowski;6077;2987;2906;49,1525;47,8196;0;157;732;1037;522;539;0;149;705;1013;511;528
32;zachodniopomorskie;3203;drawski;3203063;gm.m-w. Złocieniec;Koszaliński;16212;7953;7752;49,0563;47,8164;0;397;1803;2399;1782;1572;0;367;1744;2347;1748;1546
10;łódzkie;1012;radomszczański;1012042;gm.w Gomunice;Piotrkowski;5848;2868;2796;49,0424;47,8112;0;169;647;944;538;570;0;152;631;918;529;566
32;zachodniopomorskie;3204;goleniowski;3204073;gm.m-w. Stepnica;Szczeciński;4857;2403;2322;49,475;47,8073;0;155;557;824;511;356;0;141;536;807;497;341
10;łódzkie;1010;piotrkowski;1010062;gm.w Moszczenica;Piotrkowski;12917;6328;6174;48,9897;47,7975;0;397;1545;2118;1183;1085;0;370;1495;2085;1161;1063
4;kujawsko-pomorskie;414;świecki;414052;gm.w Lniano;Bydgoski;4312;2103;2061;48,7709;47,7968;0;169;523;698;409;304;0;158;507;689;404;303
32;zachodniopomorskie;3217;wałecki;3217023;gm.m-w. Człopa;Pilski;4871;2369;2328;48,6348;47,7931;0;147;527;762;506;427;0;144;517;747;500;420
6;lubelskie;612;opolski;612072;gm.w Wilków;Lubelski;4367;2130;2087;48,7749;47,7902;0;125;475;708;404;418;0;117;461;698;398;413
22;pomorskie;2206;kościerski;2206032;gm.w Karsin;Gdański;6260;3071;2991;49,0575;47,7796;0;177;802;974;624;494;0;172;777;950;607;485
2;dolnośląskie;220;trzebnicki;220052;gm.w Zawonia;Wrocławski;5913;2896;2825;48,9768;47,7761;0;171;744;995;558;428;0;162;721;977;542;423
26;świętokrzyskie;2612;staszowski;2612022;gm.w Łubnice;Tarnobrzeski;4067;1988;1943;48,8812;47,7748;0;93;435;611;402;447;0;87;421;599;396;440
14;mazowieckie;1419;płocki;1419102;gm.w Radzanowo;Płocki;8532;4156;4075;48,7107;47,7614;0;267;1056;1631;636;566;0;254;1026;1613;630;552
10;łódzkie;1012;radomszczański;1012062;gm.w Kobiele Wielkie;Piotrkowski;4388;2159;2095;49,2024;47,7438;0;136;534;741;406;342;0;126;520;725;393;331
8;lubuskie;807;sulęciński;807012;gm.w Krzeszyce;Gorzowski;4711;2323;2248;49,3101;47,7181;0;147;576;774;462;364;0;128;559;761;446;354
6;lubelskie;604;hrubieszowski;604032;gm.w Horodło;Zamojski;5045;2499;2407;49,5342;47,7106;0;120;565;764;506;544;0;112;537;736;493;529
24;śląskie;2406;kłobucki;2406092;gm.w Wręczyca Wielka;Częstochowski;17861;8710;8520;48,7655;47,7017;0;417;2121;3048;1583;1541;0;402;2056;2988;1565;1509
8;lubuskie;810;żagański;810082;gm.w Wymiarki;Zielonogórski;2218;1075;1058;48,4671;47,7006;0;41;260;359;246;169;0;40;252;352;246;168
14;mazowieckie;1424;pułtuski;1424062;gm.w Winnica;Ciechanowski;4101;2001;1956;48,793;47,6957;0;143;568;685;327;278;0;135;553;674;322;272
24;śląskie;2411;raciborski;2411011;Racibórz;;54259;26475;25870;48,7937;47,6787;0;1326;6088;8513;5311;5237;0;1233;5921;8358;5218;5140
8;lubuskie;801;gorzowski;801022;gm.w Bogdaniec;Gorzowski;7122;3541;3395;49,7192;47,6692;0;224;847;1268;647;555;0;203;792;1238;621;541
4;kujawsko-pomorskie;414;świecki;414022;gm.w Dragacz;Bydgoski;7190;3500;3426;48,6787;47,6495;0;249;835;1147;746;523;0;239;802;1132;734;519
14;mazowieckie;1413;mławski;1413032;gm.w Lipowiec Kościelny;Ciechanowski;4805;2363;2289;49,1779;47,6379;0;138;565;860;403;397;0;130;541;841;385;392
22;pomorskie;2206;kościerski;2206022;gm.w Dziemiany;Gdański;4425;2171;2106;49,0621;47,5932;0;180;579;754;371;287;0;169;556;734;365;282
28;warmińsko-mazurskie;2812;nowomiejski;2812052;gm.w Nowe Miasto Lubawskie;Toruński;8311;4049;3955;48,7186;47,5875;0;306;1133;1368;678;564;0;289;1108;1343;667;548
26;świętokrzyskie;2603;kazimierski;2603033;gm.m-w. Kazimierza Wielka;Kielecki;16019;7836;7622;48,9169;47,581;0;452;1785;2477;1548;1574;0;432;1716;2413;1519;1542
2;dolnośląskie;206;karkonoski;206072;gm.w Mysłakowice;Jeleniogórski;10104;4913;4807;48,6243;47,5752;0;342;1072;1616;1073;810;0;330;1040;1591;1051;795
4;kujawsko-pomorskie;418;włocławski;418072;gm.w Fabianki;Włocławski;10178;4939;4841;48,5262;47,5634;0;339;1145;1883;939;633;0;324;1109;1855;932;621
12;małopolskie;1210;nowosądecki;1210113;gm.m-w. Muszyna;Nowosądecki;11535;5613;5485;48,6606;47,5509;0;355;1456;1838;1016;948;0;345;1422;1808;995;915
26;świętokrzyskie;2606;opatowski;2606062;gm.w Sadowie;Tarnobrzeski;3889;1887;1849;48,5215;47,5444;0;105;420;600;365;397;0;100;410;586;360;393
24;śląskie;2405;gliwicki;2405021;Pyskowice;Katowicki;18455;9002;8773;48,7781;47,5373;0;562;2171;2886;1805;1578;0;524;2104;2825;1771;1549
10;łódzkie;1004;łęczycki;1004052;gm.w Łęczyca;Płocki;8535;4162;4057;48,7639;47,5337;0;223;1015;1446;753;725;0;213;971;1418;737;718
6;lubelskie;604;hrubieszowski;604052;gm.w Mircze;Zamojski;6916;3375;3287;48,7999;47,5275;0;163;702;1027;702;781;0;150;673;1004;691;769
26;świętokrzyskie;2613;włoszczowski;2613022;gm.w Krasocin;Kielecki;10610;5148;5042;48,5203;47,5212;0;291;1254;1681;956;966;0;279;1216;1653;943;951
2;dolnośląskie;219;świdnicki;219043;gm.m-w. Jaworzyna Śląska;Wałbrzyski;10222;4962;4857;48,5424;47,5152;0;251;1151;1658;1090;812;0;242;1119;1627;1078;791
2;dolnośląskie;217;strzeliński;217032;gm.w Przeworno;Wałbrzyski;4717;2305;2241;48,8658;47,509;0;124;511;674;540;456;0;117;486;658;529;451
12;małopolskie;1209;myślenicki;1209062;gm.w Siepraw;Krakowski;9070;4392;4309;48,4234;47,5083;0;301;1313;1515;754;509;0;290;1286;1491;742;500
10;łódzkie;1008;pabianicki;1008032;gm.w Dłutów;Piotrkowski;4692;2285;2229;48,6999;47,5064;0;131;501;773;444;436;0;119;493;754;436;427
14;mazowieckie;1406;grójecki;1406022;gm.w Błędów;Radomski;7357;3592;3495;48,8242;47,5058;0;197;845;1169;679;702;0;185;813;1139;665;693
26;świętokrzyskie;2601;buski;2601063;gm.m-w. Stopnica;Kielecki;7576;3699;3599;48,8252;47,5053;0;172;831;1200;717;779;0;163;810;1164;705;757
14;mazowieckie;1416;ostrowski;1416062;gm.w Nur;Łomżyński;2623;1270;1246;48,4178;47,5029;0;78;260;386;222;324;0;76;250;380;218;322
8;lubuskie;807;sulęciński;807053;gm.m-w. Torzym;Zielonogórski;6734;3327;3198;49,406;47,4903;0;240;835;1096;661;495;0;230;798;1065;638;467
2;dolnośląskie;220;trzebnicki;220023;gm.m-w. Prusice;Wrocławski;9352;4575;4441;48,92;47,4872;0;260;1220;1526;908;661;0;250;1178;1477;893;643
2;dolnośląskie;208;kłodzki;208133;gm.m-w. Stronie Śląskie;Wałbrzyski;7451;3640;3538;48,8525;47,4836;0;164;727;1079;864;806;0;157;707;1043;849;782
4;kujawsko-pomorskie;402;brodnicki;402032;gm.w Brodnica;Toruński;8662;4212;4113;48,6262;47,4833;0;335;1292;1583;608;394;0;319;1252;1561;601;380
14;mazowieckie;1424;pułtuski;1424072;gm.w Zatory;Ostrołęcki;4828;2357;2292;48,8194;47,4731;0;152;625;814;381;385;0;142;600;800;372;378
2;dolnośląskie;222;wołowski;222033;gm.m-w. Wołów;Wrocławski;22318;10959;10595;49,1039;47,4729;0;539;2491;3506;2309;2114;0;487;2393;3425;2252;2038
4;kujawsko-pomorskie;406;grudziądzki;406012;gm.w Grudziądz;Toruński;13136;6388;6236;48,6297;47,4726;0;490;1577;2399;1107;815;0;471;1534;2335;1093;803
6;lubelskie;616;rycki;616043;gm.m-w. Ryki;Lubelski;20214;9934;9595;49,1442;47,4671;0;509;2352;3067;2082;1924;0;457;2248;2966;2040;1884
24;śląskie;2417;żywiecki;2417132;gm.w Świnna;Bielski;8054;3909;3823;48,5349;47,4671;0;200;1033;1384;648;644;0;185;1013;1356;635;634
24;śląskie;2403;cieszyński;2403072;gm.w Goleszów;Bielski;13142;6376;6238;48,5162;47,4661;0;365;1474;2145;1189;1203;0;349;1430;2103;1174;1182
4;kujawsko-pomorskie;413;sępoleński;413032;gm.w Sośno;Bydgoski;4922;2368;2336;48,1105;47,4604;0;154;589;747;486;392;0;149;576;741;482;388
2;dolnośląskie;212;lwówecki;212043;gm.m-w. Mirsk;Jeleniogórski;8461;4084;4015;48,2685;47,453;0;205;890;1214;950;825;0;195;874;1194;936;816
30;wielkopolskie;3012;krotoszyński;3012011;Sulmierzyce;Kaliski;2831;1363;1343;48,1455;47,4391;0;92;348;445;254;224;0;89;337;441;253;223
32;zachodniopomorskie;3215;szczecinecki;3215033;gm.m-w. Biały Bór;Koszaliński;5275;2584;2502;48,9858;47,4313;0;172;574;788;602;448;0;158;553;760;590;441
14;mazowieckie;1420;płoński;1420113;gm.m-w. Sochocin;Ciechanowski;5752;2819;2728;49,009;47,427;0;133;673;940;598;475;0;125;639;917;587;460
2;dolnośląskie;209;legnicki;209062;gm.w Miłkowice;Legnicki;6822;3331;3235;48,8273;47,4201;0;197;783;1130;697;524;0;188;751;1103;681;512
22;pomorskie;2216;sztumski;2216032;gm.w Stary Dzierzgoń;Elbląski;3895;1902;1847;48,8318;47,4198;0;122;506;534;441;299;0;111;486;523;432;295
12;małopolskie;1214;proszowicki;1214023;gm.m-w. Koszyce;Kielecki;5400;2628;2560;48,6667;47,4074;0;118;668;799;514;529;0;109;647;787;500;517
12;małopolskie;1210;nowosądecki;1210073;gm.m-w. Krynica-Zdrój;Nowosądecki;16596;8023;7866;48,343;47,397;0;403;2057;2476;1492;1595;0;388;2010;2427;1472;1569
8;lubuskie;804;nowosolski;804052;gm.w Nowa Sól;Zielonogórski;6992;3409;3314;48,7557;47,397;0;260;831;1184;622;512;0;245;810;1159;604;496
32;zachodniopomorskie;3212;pyrzycki;3212033;gm.m-w. Lipiany;Szczeciński;5794;2834;2746;48,9127;47,3939;0;133;594;893;639;575;0;118;581;871;618;558
12;małopolskie;1218;wadowicki;1218062;gm.w Spytkowice;Bielski;10312;4992;4887;48,4096;47,3914;0;313;1393;1774;808;704;0;294;1363;1742;799;689
14;mazowieckie;1433;węgrowski;1433062;gm.w Miedzna;Siedlecki;3801;1853;1801;48,7503;47,3823;0;89;438;578;387;361;0;81;422;567;378;353
2;dolnośląskie;209;legnicki;209073;gm.m-w. Prochowice;Legnicki;7345;3560;3480;48,4683;47,3792;0;202;768;1142;834;614;0;185;749;1116;825;605
10;łódzkie;1012;radomszczański;1012102;gm.w Masłowice;Piotrkowski;4139;2015;1961;48,6833;47,3786;0;114;499;612;408;382;0;107;480;599;401;374
10;łódzkie;1001;bełchatowski;1001062;gm.w Rusiec;Sieradzki;5045;2442;2390;48,4044;47,3736;0;111;504;790;536;501;0;106;485;779;527;493
22;pomorskie;2203;człuchowski;2203072;gm.w Rzeczenica;Słupski;3633;1772;1721;48,7751;47,3713;0;106;426;573;390;277;0;103;409;559;381;269
2;dolnośląskie;213;milicki;213012;gm.w Cieszków;Wrocławski;4657;2273;2206;48,8082;47,3696;0;151;540;720;483;379;0;141;524;699;474;368
2;dolnośląskie;212;lwówecki;212013;gm.m-w. Gryfów Śląski;Jeleniogórski;9561;4632;4529;48,4468;47,3695;0;228;1038;1435;976;955;0;215;1005;1404;967;938
2;dolnośląskie;207;kamiennogórski;207042;gm.w Marciszów;Jeleniogórski;4483;2167;2123;48,3382;47,3567;0;109;509;664;515;370;0;103;502;650;504;364
14;mazowieckie;1423;przysuski;1423082;gm.w Wieniawa;Radomski;5256;2576;2488;49,0107;47,3364;0;141;636;843;503;453;0;132;611;807;490;448
10;łódzkie;1014;sieradzki;1014023;gm.m-w. Błaszki;Sieradzki;14373;6978;6802;48,5494;47,3248;0;346;1693;2293;1278;1368;0;328;1642;2255;1254;1323
30;wielkopolskie;3027;turecki;3027073;gm.m-w. Tuliszków;Koniński;10526;5137;4980;48,803;47,3114;0;247;1327;1752;1021;790;0;229;1286;1706;1002;757
22;pomorskie;2215;wejherowski;2215042;gm.w Choczewo;Gdański;5446;2638;2576;48,4392;47,3008;0;166;649;833;593;397;0;158;623;818;588;389
10;łódzkie;1009;pajęczański;1009043;gm.m-w. Pajęczno;Częstochowski;11491;5558;5435;48,3683;47,2979;0;278;1248;1809;1095;1128;0;264;1214;1774;1077;1106
30;wielkopolskie;3012;krotoszyński;3012023;gm.m-w. Kobylin;Leszczyński;8049;3876;3807;48,1551;47,2978;0;233;918;1242;790;693;0;219;899;1224;780;685
14;mazowieckie;1427;sierpecki;1427042;gm.w Rościszewo;Płocki;4098;1991;1938;48,5847;47,2914;0;125;519;668;335;344;0;120;499;649;330;340
22;pomorskie;2202;chojnicki;2202032;gm.w Chojnice;Bydgoski;19498;9404;9219;48,2306;47,2818;0;701;2435;3266;1674;1328;0;669;2367;3217;1646;1320
24;śląskie;2411;raciborski;2411022;gm.w Kornowac;Katowicki;5165;2482;2442;48,0542;47,2798;0;141;629;863;429;420;0;135;613;852;425;417
12;małopolskie;1218;wadowicki;1218052;gm.w Mucharz;Bielski;4137;2000;1955;48,3442;47,2565;0;105;511;712;365;307;0;94;499;697;361;304
4;kujawsko-pomorskie;418;włocławski;418102;gm.w Lubanie;Włocławski;4550;2203;2150;48,4176;47,2527;0;129;538;751;394;391;0;119;522;734;390;385
30;wielkopolskie;3031;złotowski;3031042;gm.w Lipka;Pilski;5490;2650;2594;48,2696;47,2495;0;181;666;833;532;438;0;171;645;821;528;429
30;wielkopolskie;3031;złotowski;3031033;gm.m-w. Krajenka;Pilski;7524;3643;3555;48,4184;47,2488;0;263;899;1220;741;520;0;250;873;1196;726;510
30;wielkopolskie;3018;ostrzeszowski;3018073;gm.m-w. Ostrzeszów;Kaliski;23845;11719;11266;49,1466;47,2468;0;583;2854;3879;2176;2227;0;547;2746;3751;2099;2123
30;wielkopolskie;3007;kaliski;3007032;gm.w Ceków-Kolonia;Kaliski;4767;2323;2252;48,7309;47,2415;0;99;550;806;440;428;0;94;524;780;434;420
2;dolnośląskie;206;karkonoski;206021;Kowary;Jeleniogórski;10650;5162;5031;48,4695;47,2394;0;257;948;1552;1255;1150;0;240;905;1522;1234;1130
32;zachodniopomorskie;3212;pyrzycki;3212022;gm.w Kozielice;Szczeciński;2481;1204;1172;48,5288;47,239;0;61;304;400;246;193;0;56;296;391;237;192
6;lubelskie;606;krasnostawski;606032;gm.w Gorzków;Zamojski;3379;1643;1596;48,6239;47,2329;0;67;333;452;367;424;0;60;323;439;356;418
30;wielkopolskie;3007;kaliski;3007112;gm.w Żelazków;Kaliski;9517;4626;4495;48,6078;47,2313;0;212;1214;1640;852;708;0;202;1173;1597;834;689
10;łódzkie;1005;łowicki;1005052;gm.w Kiernozia;Płocki;3339;1625;1577;48,6673;47,2297;0;90;373;516;334;312;0;85;355;503;329;305
30;wielkopolskie;3018;ostrzeszowski;3018012;gm.w Czajków;Kaliski;2505;1215;1183;48,503;47,2255;0;57;336;410;196;216;0;56;325;395;193;214
24;śląskie;2409;myszkowski;2409053;gm.m-w. Żarki;Częstochowski;8451;4063;3991;48,0772;47,2252;0;219;958;1374;781;731;0;213;931;1356;772;719
14;mazowieckie;1407;kozienicki;1407012;gm.w Garbatka-Letnisko;Radomski;5019;2420;2370;48,2168;47,2206;0;86;505;783;549;497;0;81;489;765;540;495
8;lubuskie;802;krośnieński;802052;gm.w Gubin;Zielonogórski;7116;3438;3359;48,3137;47,2035;0;170;939;1222;634;473;0;162;916;1195;624;462
22;pomorskie;2204;gdański;2204072;gm.w Suchy Dąb;Gdański;4248;2053;2005;48,3286;47,1987;0;134;599;732;342;246;0;126;585;717;334;243
30;wielkopolskie;3007;kaliski;3007083;gm.m-w. Opatówek;Kaliski;10787;5253;5090;48,6975;47,1864;0;269;1259;1836;931;958;0;253;1221;1778;905;933
2;dolnośląskie;224;ząbkowicki;224033;gm.m-w. Kamieniec Ząbkowicki;Wałbrzyski;8003;3858;3775;48,2069;47,1698;0;193;882;1233;875;675;0;177;864;1205;864;665
4;kujawsko-pomorskie;409;mogileński;409012;gm.w Dąbrowa;Bydgoski;4607;2252;2173;48,8821;47,1674;0;142;586;762;415;347;0;135;567;738;404;329
14;mazowieckie;1416;ostrowski;1416011;Ostrów Mazowiecka;Ostrołęcki;22216;11003;10478;49,5274;47,1642;0;493;2530;3537;2318;2125;0;455;2399;3392;2179;2053
6;lubelskie;608;lubartowski;608011;Lubartów;Lubelski;21636;10634;10204;49,1496;47,1621;1;543;2475;3203;2329;2083;1;494;2331;3085;2264;2029
10;łódzkie;1018;wieruszowski;1018043;gm.m-w. Lututów;Sieradzki;4559;2180;2150;47,8175;47,1595;0;130;519;741;410;380;0;129;508;733;407;373
30;wielkopolskie;3019;pilski;3019062;gm.w Szydłowo;Pilski;9341;4527;4405;48,4638;47,1577;0;366;1125;1717;850;469;0;353;1081;1676;831;464
24;śląskie;2407;lubliniecki;2407062;gm.w Koszęcin;Częstochowski;11810;5684;5569;48,1287;47,155;0;392;1349;1905;974;1064;0;374;1314;1870;960;1051
28;warmińsko-mazurskie;2807;iławski;2807063;gm.m-w. Susz;Elbląski;12634;6131;5957;48,5278;47,1505;0;464;1483;2018;1283;883;0;428;1437;1980;1257;855
2;dolnośląskie;204;górowski;204013;gm.m-w. Góra;Leszczyński;19720;9515;9296;48,2505;47,14;0;621;2007;2978;2037;1872;0;590;1946;2914;2001;1845
6;lubelskie;614;puławski;614043;gm.m-w. Kazimierz Dolny;Lubelski;6630;3270;3125;49,3213;47,1342;0;214;671;1053;603;729;0;181;642;1014;585;703
