wojewodztwo_teryt;wojewodztwo_nazwa;powiat_teryt;powiat_nazwa;gmina_teryt;gmina_nazwa;kategoria;liczba_ludnosci;w1_zaszczepieni_pacjenci;w3_zaszczepieni_pelna_dawka;%_zaszczepionych;%_zaszczepionych_pe�n�_dawk�;w1_zaszczepieni_w_wieku_0_11;w1_zaszczepieni_w_wieku_12_19;w1_zaszczepieni_w_wieku_20_39;w1_zaszczepieni_w_wieku_40_59;w1_zaszczepieni_w_wieku_60_69;w1_zaszczepieni_w_wieku_70plus;w3_zaszczepieni_pe�n�_dawk�_w_wieku_0_11;w3_zaszczepieni_pe�n�_dawk�_w_wieku_12_19;w3_zaszczepieni_pe�n�_dawk�_w_wieku_20_39;w3_zaszczepieni_pe�n�_dawk�_w_wieku_40_59;w3_zaszczepieni_pe�n�_dawk�_w_wieku_60_69;w3_zaszczepieni_pe�n�_dawk�_w_wieku_70plus
12;małopolskie;1210;nowosądecki;1210052;gm.w Kamionka Wielka;Nowosądecki;10485;4041;3947;38,5408;37,6443;0;251;1204;1466;618;502;0;239;1169;1439;608;492
20;podlaskie;2008;moniecki;2008013;gm.m-w. Goniądz;Łomżyński;4897;1895;1842;38,6972;37,6149;0;96;424;569;394;412;0;89;403;557;388;405
22;pomorskie;2201;bytowski;2201012;gm.w Borzytuchom;Słupski;3399;1317;1278;38,7467;37,5993;0;80;391;458;215;173;0;77;381;447;206;167
12;małopolskie;1210;nowosądecki;1210032;gm.w Gródek nad Dunajcem;Nowosądecki;9243;3542;3473;38,3209;37,5744;0;202;1004;1204;575;557;0;198;975;1185;565;550
20;podlaskie;2005;hajnowski;2005092;gm.w Narewka;Białostocki;3530;1388;1326;39,3201;37,5637;0;45;249;397;340;357;0;40;232;386;331;337
6;lubelskie;605;janowski;605012;gm.w Batorz;Tarnobrzeski;3227;1271;1212;39,3864;37,5581;0;60;259;436;250;266;0;55;234;426;232;265
18;podkarpackie;1816;rzeszowski;1816102;gm.w Lubenia;Rzeszowski;6432;2481;2415;38,5728;37,5466;0;102;590;828;445;516;0;100;569;805;436;505
12;małopolskie;1207;limanowski;1207032;gm.w Dobra;Nowosądecki;10037;3894;3767;38,7965;37,5311;1;179;1097;1289;725;603;0;163;1057;1256;701;590
14;mazowieckie;1425;radomski;1425092;gm.w Przytyk;Radomski;7290;2862;2736;39,2593;37,5309;0;191;715;932;564;460;0;175;661;902;553;445
20;podlaskie;2001;augustowski;2001052;gm.w Nowinka;Suwalski;2942;1133;1104;38,5112;37,5255;0;45;232;371;214;271;0;39;224;362;210;269
14;mazowieckie;1425;radomski;1425022;gm.w Gózd;Radomski;9070;3540;3403;39,0298;37,5193;0;177;1006;1286;630;441;0;169;954;1242;607;431
6;lubelskie;603;chełmski;603032;gm.w Chełm;Chełmski;15099;5881;5664;38,9496;37,5124;0;339;1386;2180;1108;868;0;312;1322;2112;1071;847
12;małopolskie;1210;nowosądecki;1210042;gm.w Grybów;Nowosądecki;25618;9803;9609;38,2661;37,5088;0;486;2993;3473;1576;1275;0;464;2924;3421;1546;1254
6;lubelskie;609;lubelski;609022;gm.w Borzechów;Lubelski;3777;1484;1416;39,2904;37,4901;0;69;374;491;276;274;0;58;353;475;263;267
12;małopolskie;1204;dąbrowski;1204073;gm.m-w. Szczucin;Tarnowski;13103;5047;4905;38,5179;37,4342;0;228;1258;1751;901;909;0;219;1200;1721;881;884
28;warmińsko-mazurskie;2810;mrągowski;2810042;gm.w Piecki;Olsztyński;7555;2921;2828;38,6631;37,4322;0;151;703;921;672;474;0;143;676;895;657;457
14;mazowieckie;1426;siedlecki;1426122;gm.w Wodynie;Siedlecki;4382;1693;1639;38,6353;37,403;0;83;381;537;340;352;0;80;355;525;333;346
18;podkarpackie;1814;przeworski;1814032;gm.w Gać;Przemyski;4576;1755;1711;38,3523;37,3907;0;86;400;588;339;342;0;81;385;578;329;338
6;lubelskie;616;rycki;616022;gm.w Kłoczew;Siedlecki;7125;2754;2662;38,6526;37,3614;0;151;708;841;519;535;0;143;671;821;509;518
6;lubelskie;602;biłgorajski;602112;gm.w Potok Górny;Zamojski;5314;2044;1984;38,4644;37,3353;0;65;410;628;431;510;0;60;393;609;420;502
18;podkarpackie;1813;przemyski;1813023;gm.m-w. Dubiecko;Przemyski;9139;3500;3412;38,2974;37,3345;0;153;823;1206;610;708;0;142;803;1181;604;682
28;warmińsko-mazurskie;2805;ełcki;2805032;gm.w Kalinowo;Suwalski;6670;2552;2490;38,2609;37,3313;0;164;567;804;547;470;0;152;551;786;538;463
16;opolskie;1605;krapkowicki;1605032;gm.w Strzeleczki;Opolski;7341;2815;2737;38,3463;37,2837;0;140;734;900;510;531;0;138;704;882;492;521
22;pomorskie;2215;wejherowski;2215062;gm.w Linia;Gdański;6459;2472;2408;38,2722;37,2813;0;170;725;888;378;311;0;155;713;866;371;303
10;łódzkie;1001;bełchatowski;1001052;gm.w Kluki;Piotrkowski;4418;1687;1646;38,1847;37,2567;0;74;377;612;341;283;0;69;365;599;333;280
18;podkarpackie;1805;jasielski;1805042;gm.w Jasło;Krośnieński;16227;6139;6042;37,832;37,2342;0;272;1475;2145;1206;1041;0;261;1447;2115;1195;1024
6;lubelskie;613;parczewski;613012;gm.w Dębowa Kłoda;Bialskopodlaski;3880;1504;1444;38,7629;37,2165;0;74;365;455;319;291;0;64;345;440;311;284
18;podkarpackie;1816;rzeszowski;1816063;gm.m-w. Głogów Małopolski;Rzeszowski;19945;7667;7418;38,4407;37,1923;0;468;2096;2710;1266;1127;0;434;2017;2629;1243;1095
20;podlaskie;2014;zambrowski;2014052;gm.w Zambrów;Łomżyński;8784;3421;3265;38,9458;37,1699;0;157;862;1166;611;625;0;140;815;1128;591;591
12;małopolskie;1216;tarnowski;1216162;gm.w Szerzyny;Tarnowski;7888;2984;2930;37,8296;37,145;0;136;754;1005;541;548;0;133;739;993;527;538
18;podkarpackie;1801;bieszczadzki;1801083;gm.m-w. Ustrzyki Dolne;Krośnieński;17074;6568;6340;38,4678;37,1325;0;326;1465;2103;1460;1214;0;301;1407;2046;1416;1170
18;podkarpackie;1816;rzeszowski;1816052;gm.w Dynów;Przemyski;6836;2597;2538;37,9901;37,127;0;101;592;892;498;514;0;99;575;871;488;505
6;lubelskie;603;chełmski;603042;gm.w Dorohusk;Chełmski;6321;2432;2346;38,4749;37,1144;0;100;566;808;512;446;0;86;540;788;496;436
18;podkarpackie;1813;przemyski;1813042;gm.w Krasiczyn;Przemyski;5172;1986;1918;38,3991;37,0843;0;109;523;686;373;295;0;99;507;666;362;284
12;małopolskie;1216;tarnowski;1216103;gm.m-w. Tuchów;Tarnowski;17809;6728;6604;37,7787;37,0824;0;291;1753;2290;1238;1156;0;283;1720;2243;1222;1136
20;podlaskie;2007;łomżyński;2007022;gm.w Łomża;Łomżyński;11254;4329;4170;38,4663;37,0535;0;215;1132;1566;796;620;0;183;1084;1524;775;604
20;podlaskie;2008;moniecki;2008043;gm.m-w. Knyszyn;Białostocki;4713;1813;1744;38,4681;37,004;0;72;457;566;366;352;0;65;432;546;361;340
18;podkarpackie;1820;tarnobrzeski;1820043;gm.m-w. Nowa Dęba;Tarnobrzeski;17890;6755;6609;37,7585;36,9424;0;262;1475;2148;1422;1448;0;252;1427;2113;1399;1418
6;lubelskie;615;radzyński;615032;gm.w Czemierniki;Bialskopodlaski;4265;1640;1574;38,4525;36,905;0;69;367;527;321;356;0;63;342;508;312;349
20;podlaskie;2014;zambrowski;2014042;gm.w Szumowo;Łomżyński;4759;1830;1756;38,4535;36,8985;0;84;437;570;374;365;0;79;412;551;361;353
18;podkarpackie;1809;lubaczowski;1809072;gm.w Stary Dzików;Przemyski;4120;1589;1520;38,568;36,8932;0;57;309;496;340;387;0;52;289;473;331;375
20;podlaskie;2007;łomżyński;2007082;gm.w Wizna;Łomżyński;3946;1522;1455;38,5707;36,8728;0;51;356;467;295;353;0;45;331;453;289;337
22;pomorskie;2207;kwidzyński;2207062;gm.w Sadlinki;Elbląski;6002;2278;2205;37,954;36,7378;0;164;585;794;454;281;0;154;571;770;437;273
18;podkarpackie;1802;brzozowski;1802013;gm.m-w. Brzozów;Krośnieński;26553;10039;9752;37,8074;36,7265;0;475;2426;3293;2003;1842;0;438;2349;3220;1944;1801
6;lubelskie;601;bialski;601172;gm.w Tuczna;Bialskopodlaski;2958;1119;1086;37,8296;36,714;0;46;239;318;218;298;0;40;222;313;218;293
18;podkarpackie;1807;krośnieński;1807062;gm.w Krościenko Wyżne;Krośnieński;5601;2095;2054;37,404;36,672;0;98;490;757;385;365;0;95;473;747;378;361
16;opolskie;1603;kędzierzyńsko-kozielski;1603032;gm.w Cisek;Opolski;5553;2088;2035;37,6013;36,6469;0;100;509;680;389;410;0;95;491;664;385;400
18;podkarpackie;1807;krośnieński;1807072;gm.w Miejsce Piastowe;Krośnieński;13705;5181;5021;37,8037;36,6363;0;179;1260;1724;983;1035;0;174;1214;1678;954;1001
12;małopolskie;1211;nowotarski;1211082;gm.w Łapsze Niżne;Nowosądecki;9355;3476;3426;37,1566;36,6221;0;175;947;1169;580;605;0;170;931;1158;574;593
20;podlaskie;2013;wysokomazowiecki;2013102;gm.w Wysokie Mazowieckie;Łomżyński;5465;2068;1999;37,8408;36,5782;0;83;537;664;346;438;0;82;512;639;338;428
6;lubelskie;607;kraśnicki;607102;gm.w Zakrzówek;Lubelski;6404;2463;2342;38,4603;36,5709;0;108;548;751;514;542;0;90;516;717;494;525
20;podlaskie;2012;suwalski;2012032;gm.w Jeleniewo;Suwalski;3156;1190;1154;37,706;36,5653;0;71;285;386;230;218;0;65;269;378;228;214
18;podkarpackie;1810;łańcucki;1810022;gm.w Białobrzegi;Rzeszowski;8733;3271;3193;37,4556;36,5625;0;136;829;1126;589;591;0;128;804;1103;582;576
12;małopolskie;1207;limanowski;1207092;gm.w Mszana Dolna;Nowosądecki;17618;6594;6437;37,4276;36,5365;0;326;1923;2286;1060;999;0;306;1867;2244;1044;976
18;podkarpackie;1821;leski;1821052;gm.w Solina;Krośnieński;5310;1991;1940;37,4953;36,5348;0;66;430;659;420;416;0;63;416;641;410;410
18;podkarpackie;1807;krośnieński;1807043;gm.m-w. Jedlicze;Krośnieński;15335;5742;5600;37,4438;36,5178;0;182;1277;1915;1236;1132;0;170;1236;1874;1205;1115
14;mazowieckie;1410;łosicki;1410042;gm.w Platerów;Bialskopodlaski;4825;1829;1761;37,9067;36,4974;0;78;374;581;373;423;0;72;355;565;365;404
6;lubelskie;611;łukowski;611082;gm.w Stoczek Łukowski;Siedlecki;7744;2920;2825;37,7066;36,4799;0;128;741;981;544;526;0;122;703;949;538;513
18;podkarpackie;1814;przeworski;1814073;gm.m-w. Sieniawa;Przemyski;7022;2625;2561;37,3825;36,4711;0;120;660;834;612;399;0;115;639;823;594;390
24;śląskie;2403;cieszyński;2403092;gm.w Istebna;Bielski;12184;4566;4433;37,4754;36,3838;0;252;1328;1539;886;561;0;237;1284;1494;871;547
12;małopolskie;1202;brzeski;1202042;gm.w Dębno;Tarnowski;14751;5540;5354;37,5568;36,2958;0;239;1485;1863;975;978;0;217;1434;1801;946;956
6;lubelskie;620;zamojski;620082;gm.w Radecznica;Zamojski;5532;2099;2006;37,9429;36,2617;0;75;409;596;469;550;0;69;385;574;455;523
14;mazowieckie;1416;ostrowski;1416072;gm.w Ostrów Mazowiecka;Ostrołęcki;12880;4864;4664;37,764;36,2112;0;217;1179;1689;922;857;0;197;1119;1630;876;842
18;podkarpackie;1809;lubaczowski;1809042;gm.w Lubaczów;Przemyski;9168;3448;3319;37,6091;36,202;0;143;860;1253;583;609;0;129;822;1227;555;586
18;podkarpackie;1803;dębicki;1803042;gm.w Dębica;Tarnowski;25880;9652;9369;37,2952;36,2017;0;462;2386;3424;1714;1666;0;441;2295;3319;1685;1629
18;podkarpackie;1821;leski;1821033;gm.m-w. Lesko;Krośnieński;11262;4239;4075;37,6399;36,1836;0;189;836;1414;898;902;0;173;801;1357;875;869
18;podkarpackie;1811;mielecki;1811073;gm.m-w. Przecław;Rzeszowski;12014;4465;4344;37,165;36,1578;0;214;1112;1618;783;738;0;201;1078;1577;762;726
20;podlaskie;2005;hajnowski;2005052;gm.w Dubicze Cerkiewne;Białostocki;1433;545;518;38,0321;36,1479;0;16;69;145;94;221;0;15;62;139;88;214
14;mazowieckie;1426;siedlecki;1426032;gm.w Kotuń;Siedlecki;8490;3150;3063;37,1025;36,0777;0;154;719;1086;610;581;0;147;687;1062;602;565
20;podlaskie;2007;łomżyński;2007043;gm.m-w. Nowogród;Łomżyński;3995;1501;1441;37,572;36,0701;0;79;337;530;268;287;0;70;318;510;266;277
6;lubelskie;608;lubartowski;608053;gm.m-w. Kamionka;Lubelski;6491;2461;2341;37,914;36,0653;0;135;562;843;469;452;0;122;527;800;452;440
28;warmińsko-mazurskie;2805;ełcki;2805052;gm.w Stare Juchy;Suwalski;3697;1376;1333;37,2194;36,0563;0;88;304;461;277;246;0;81;291;449;271;241
20;podlaskie;2004;grajewski;2004011;Grajewo;Łomżyński;21709;8128;7821;37,4407;36,0265;0;323;1684;2629;1865;1627;0;293;1603;2523;1821;1581
14;mazowieckie;1426;siedlecki;1426012;gm.w Domanice;Siedlecki;2620;969;943;36,9847;35,9924;0;34;235;344;186;170;0;31;224;338;182;168
14;mazowieckie;1436;zwoleński;1436032;gm.w Przyłęk;Radomski;6082;2266;2189;37,2575;35,9915;0;135;550;734;411;436;0;123;528;711;403;424
12;małopolskie;1216;tarnowski;1216122;gm.w Wietrzychowice;Tarnowski;3924;1454;1412;37,054;35,9837;0;55;334;485;288;292;0;51;320;472;283;286
18;podkarpackie;1813;przemyski;1813052;gm.w Krzywcza;Przemyski;4801;1773;1726;36,9298;35,9508;0;60;447;621;346;299;0;55;437;605;336;293
6;lubelskie;615;radzyński;615052;gm.w Komarówka Podlaska;Bialskopodlaski;4133;1554;1485;37,5998;35,9303;0;69;330;466;316;373;0;64;311;442;310;358
6;lubelskie;605;janowski;605022;gm.w Chrzanów;Tarnobrzeski;2887;1091;1037;37,7901;35,9196;0;60;220;343;183;285;0;58;207;329;174;269
18;podkarpackie;1813;przemyski;1813012;gm.w Bircza;Przemyski;6470;2402;2323;37,1252;35,9042;0;89;576;832;488;417;0;84;560;806;467;406
18;podkarpackie;1818;stalowowolski;1818042;gm.w Radomyśl nad Sanem;Tarnobrzeski;7331;2712;2630;36,9936;35,8751;0;89;631;842;551;599;0;84;607;817;537;585
12;małopolskie;1216;tarnowski;1216032;gm.w Lisia Góra;Tarnowski;15432;5693;5531;36,8909;35,8411;0;306;1571;2049;900;867;0;291;1520;2007;870;843
12;małopolskie;1205;gorlicki;1205062;gm.w Łużna;Nowosądecki;8517;3149;3052;36,9731;35,8342;0;141;831;1113;568;496;0;136;806;1074;551;485
12;małopolskie;1210;nowosądecki;1210102;gm.w Łososina Dolna;Nowosądecki;11165;4086;4000;36,5965;35,8262;0;214;1172;1395;641;664;0;207;1144;1368;632;649
18;podkarpackie;1820;tarnobrzeski;1820032;gm.w Grębów;Tarnobrzeski;10010;3679;3584;36,7532;35,8042;0;138;923;1336;624;658;0;129;888;1309;619;639
18;podkarpackie;1816;rzeszowski;1816023;gm.m-w. Błażowa;Rzeszowski;10835;3954;3874;36,4928;35,7545;0;169;946;1311;659;869;0;160;926;1286;648;854
20;podlaskie;2003;bielski;2003052;gm.w Brańsk;Białostocki;5566;2079;1990;37,3518;35,7528;0;98;414;595;372;600;0;90;389;575;361;575
14;mazowieckie;1426;siedlecki;1426082;gm.w Siedlce;Siedlecki;18671;6908;6671;36,9986;35,7292;0;302;1754;2511;1343;998;0;276;1686;2424;1309;976
20;podlaskie;2005;hajnowski;2005073;gm.m-w. Kleszczele;Białostocki;2408;913;860;37,9153;35,7143;0;37;157;236;198;285;0;31;144;224;188;273
6;lubelskie;602;biłgorajski;602102;gm.w Obsza;Zamojski;4214;1543;1504;36,616;35,6906;0;80;334;500;311;318;0;76;324;492;305;307
18;podkarpackie;1812;niżański;1812053;gm.m-w. Nisko;Tarnobrzeski;22186;8187;7913;36,9016;35,6666;0;351;2003;2687;1680;1466;0;327;1939;2621;1624;1402
18;podkarpackie;1811;mielecki;1811042;gm.w Gawłuszowice;Rzeszowski;2722;1014;970;37,252;35,6356;0;49;241;333;173;218;0;46;230;314;168;212
12;małopolskie;1205;gorlicki;1205023;gm.m-w. Biecz;Krośnieński;16742;6113;5962;36,513;35,611;0;281;1513;1992;1183;1144;0;266;1469;1950;1163;1114
20;podlaskie;2004;grajewski;2004053;gm.m-w. Szczuczyn;Łomżyński;5994;2193;2134;36,5866;35,6023;0;103;494;683;468;445;0;94;476;664;465;435
18;podkarpackie;1810;łańcucki;1810032;gm.w Czarna;Rzeszowski;11902;4354;4234;36,5821;35,5739;0;195;1157;1494;769;739;0;187;1109;1458;750;730
14;mazowieckie;1422;przasnyski;1422042;gm.w Jednorożec;Ostrołęcki;7023;2601;2498;37,0355;35,5688;0;134;670;886;477;434;0;124;644;855;463;412
24;śląskie;2407;lubliniecki;2407032;gm.w Ciasna;Częstochowski;7388;2693;2626;36,451;35,5441;0;152;690;857;507;487;0;141;673;839;500;473
18;podkarpackie;1813;przemyski;1813092;gm.w Stubno;Przemyski;3863;1425;1373;36,8884;35,5423;0;69;324;474;314;244;0;62;317;456;304;234
24;śląskie;2407;lubliniecki;2407072;gm.w Pawonków;Częstochowski;6615;2397;2351;36,2358;35,5404;0;118;597;779;453;450;0;111;577;766;448;449
18;podkarpackie;1816;rzeszowski;1816042;gm.w Chmielnik;Rzeszowski;6968;2539;2476;36,438;35,5339;0;148;663;862;423;443;0;138;643;844;414;437
12;małopolskie;1216;tarnowski;1216063;gm.m-w. Ryglice;Tarnowski;11623;4236;4129;36,445;35,5244;0;237;1120;1463;709;707;0;225;1083;1440;697;684
20;podlaskie;2012;suwalski;2012082;gm.w Szypliszki;Suwalski;3884;1430;1379;36,8177;35,5046;0;73;339;447;262;309;0;62;322;435;255;305
6;lubelskie;615;radzyński;615042;gm.w Kąkolewnica;Bialskopodlaski;7967;2940;2827;36,9022;35,4839;0;146;727;990;510;567;0;130;703;945;497;552
16;opolskie;1608;oleski;1608013;gm.m-w. Dobrodzień;Częstochowski;9737;3523;3452;36,1816;35,4524;0;208;841;1136;620;718;0;196;823;1115;611;707
20;podlaskie;2004;grajewski;2004043;gm.m-w. Rajgród;Łomżyński;5115;1875;1813;36,6569;35,4448;0;107;375;585;406;402;0;95;353;574;399;392
20;podlaskie;2002;białostocki;2002082;gm.w Poświętne;Białostocki;3340;1238;1182;37,0659;35,3892;0;69;245;377;262;285;0;64;230;356;259;273
20;podlaskie;2010;siemiatycki;2010072;gm.w Nurzec-Stacja;Białostocki;3688;1346;1305;36,4967;35,385;0;41;229;383;282;411;0;38;220;366;277;404
20;podlaskie;2010;siemiatycki;2010082;gm.w Perlejewo;Łomżyński;2726;1008;964;36,9773;35,3632;0;35;197;302;197;277;0;32;182;294;194;262
18;podkarpackie;1812;niżański;1812012;gm.w Harasiuki;Tarnobrzeski;6049;2204;2138;36,4358;35,3447;0;114;511;765;403;411;0;109;501;748;398;382
14;mazowieckie;1430;szydłowiecki;1430032;gm.w Mirów;Radomski;3859;1394;1363;36,1233;35,32;0;65;379;487;246;217;0;61;370;478;243;211
6;lubelskie;611;łukowski;611072;gm.w Stanin;Siedlecki;9686;3566;3419;36,816;35,2984;0;186;876;1164;650;690;0;163;841;1125;626;664
6;lubelskie;603;chełmski;603102;gm.w Sawin;Chełmski;5417;2018;1912;37,2531;35,2963;0;96;441;660;443;378;0;91;414;632;419;356
16;opolskie;1605;krapkowicki;1605042;gm.w Walce;Opolski;5374;1963;1895;36,5277;35,2624;0;102;557;593;350;361;0;93;533;575;342;352
16;opolskie;1610;prudnicki;1610013;gm.m-w. Biała;Opolski;10544;3820;3713;36,2291;35,2143;0;187;944;1148;682;859;0;178;911;1121;666;837
6;lubelskie;610;łęczyński;610052;gm.w Puchaczów;Lubelski;5704;2083;2005;36,5182;35,1508;0;93;509;750;393;338;0;89;481;727;382;326
12;małopolskie;1207;limanowski;1207072;gm.w Limanowa;Nowosądecki;25797;9244;9063;35,8336;35,132;0;528;2843;3401;1412;1060;0;513;2779;3343;1393;1035
28;warmińsko-mazurskie;2805;ełcki;2805022;gm.w Ełk;Suwalski;11910;4354;4184;36,5575;35,1301;0;247;1063;1583;855;606;0;225;1015;1530;838;576
18;podkarpackie;1804;jarosławski;1804052;gm.w Laszki;Przemyski;6903;2502;2424;36,2451;35,1152;0;112;604;792;517;477;0;105;580;765;507;467
18;podkarpackie;1817;sanocki;1817042;gm.w Komańcza;Krośnieński;4466;1604;1568;35,9158;35,1097;0;68;320;492;361;363;0;66;315;478;356;353
12;małopolskie;1216;tarnowski;1216143;gm.m-w. Zakliczyn;Tarnowski;12536;4524;4396;36,0881;35,067;0;190;1207;1542;795;790;0;182;1160;1509;776;769
18;podkarpackie;1810;łańcucki;1810052;gm.w Markowa;Rzeszowski;6480;2335;2270;36,034;35,0309;0;101;627;729;447;431;0;96;602;711;440;421
12;małopolskie;1204;dąbrowski;1204023;gm.m-w. Dąbrowa Tarnowska;Tarnowski;21187;7691;7422;36,3006;35,0309;0;347;1991;2504;1446;1403;0;320;1916;2421;1406;1359
12;małopolskie;1216;tarnowski;1216072;gm.w Rzepiennik Strzyżewski;Tarnowski;6750;2409;2363;35,6889;35,0074;0;118;615;813;432;431;0;113;597;805;426;422
18;podkarpackie;1804;jarosławski;1804112;gm.w Wiązownica;Przemyski;11743;4245;4109;36,1492;34,9911;0;172;1059;1539;837;638;0;161;1023;1501;801;623
18;podkarpackie;1817;sanocki;1817073;gm.m-w. Zagórz;Krośnieński;13072;4705;4573;35,993;34,9832;0;188;1012;1590;978;937;0;170;982;1550;958;913
18;podkarpackie;1814;przeworski;1814062;gm.w Przeworsk;Przemyski;14851;5324;5194;35,8494;34,9741;0;228;1269;1883;996;948;0;217;1235;1838;981;923
18;podkarpackie;1808;leżajski;1808022;gm.w Grodzisko Dolne;Rzeszowski;7966;2875;2786;36,0909;34,9736;0;133;750;923;504;565;0;121;725;894;491;555
18;podkarpackie;1803;dębicki;1803072;gm.w Żyraków;Tarnowski;14277;5146;4992;36,044;34,9653;0;231;1348;1832;900;835;0;221;1297;1779;878;817
6;lubelskie;607;kraśnicki;607052;gm.w Kraśnik;Lubelski;7252;2652;2535;36,5692;34,9559;0;148;664;886;491;463;0;134;625;848;475;453
6;lubelskie;610;łęczyński;610012;gm.w Cyców;Chełmski;7879;2881;2753;36,5656;34,941;0;187;677;930;560;527;0;168;645;899;533;508
6;lubelskie;608;lubartowski;608132;gm.w Uścimów;Lubelski;3120;1147;1090;36,7628;34,9359;0;54;308;329;226;230;0;47;286;315;219;223
20;podlaskie;2006;kolneński;2006022;gm.w Grabowo;Łomżyński;3372;1224;1178;36,2989;34,9348;0;63;273;402;234;252;0;62;259;390;223;244
18;podkarpackie;1808;leżajski;1808032;gm.w Kuryłówka;Rzeszowski;5700;2055;1991;36,0526;34,9298;0;86;464;700;419;386;0;76;446;681;410;378
20;podlaskie;2014;zambrowski;2014022;gm.w Kołaki Kościelne;Łomżyński;2300;839;803;36,4783;34,913;0;35;188;245;187;184;0;33;173;239;179;179
18;podkarpackie;1821;leski;1821012;gm.w Baligród;Krośnieński;3150;1132;1099;35,9365;34,8889;0;36;239;378;237;242;0;34;232;371;225;237
6;lubelskie;613;parczewski;613062;gm.w Siemień;Bialskopodlaski;4451;1625;1552;36,5086;34,8686;0;47;356;531;358;333;0;42;334;504;352;320
12;małopolskie;1204;dąbrowski;1204032;gm.w Gręboszów;Tarnowski;3316;1173;1156;35,3739;34,8613;0;35;259;362;244;273;0;35;252;354;244;271
14;mazowieckie;1415;ostrołęcki;1415083;gm.m-w. Myszyniec;Ostrołęcki;10396;3722;3622;35,8022;34,8403;0;185;861;1352;671;653;0;172;823;1321;665;641
6;lubelskie;613;parczewski;613032;gm.w Milanów;Bialskopodlaski;3723;1370;1297;36,7983;34,8375;0;71;311;442;269;277;0;61;293;419;254;270
20;podlaskie;2010;siemiatycki;2010042;gm.w Grodzisk;Białostocki;4134;1486;1440;35,9458;34,8331;0;59;268;431;263;465;0;57;255;420;255;453
12;małopolskie;1211;nowotarski;1211102;gm.w Ochotnica Dolna;Nowosądecki;8503;3058;2960;35,9638;34,8112;0;169;897;1092;498;402;0;157;859;1065;487;392
20;podlaskie;2012;suwalski;2012012;gm.w Bakałarzewo;Suwalski;3091;1112;1076;35,9754;34,8107;0;68;287;334;251;172;0;65;273;328;244;166
18;podkarpackie;1805;jasielski;1805053;gm.m-w. Kołaczyce;Krośnieński;8920;3163;3104;35,4596;34,7982;0;116;785;1092;602;568;0;109;759;1076;597;563
12;małopolskie;1207;limanowski;1207052;gm.w Kamienica;Nowosądecki;7883;2796;2741;35,4687;34,771;0;190;854;1021;422;309;0;187;829;1006;413;306
6;lubelskie;611;łukowski;611092;gm.w Trzebieszów;Siedlecki;7320;2669;2542;36,4617;34,7268;0;113;683;891;499;483;0;99;641;854;479;469
18;podkarpackie;1805;jasielski;1805112;gm.w Tarnowiec;Krośnieński;9151;3246;3173;35,4715;34,6738;0;124;686;1075;696;665;0;117;666;1054;685;651
6;lubelskie;608;lubartowski;608103;gm.m-w. Ostrów Lubelski;Lubelski;5226;1939;1812;37,1029;34,6728;0;66;449;627;415;382;0;56;409;589;394;364
18;podkarpackie;1817;sanocki;1817082;gm.w Zarszyn;Krośnieński;9240;3286;3202;35,5628;34,6537;0;127;735;1043;667;714;0;115;720;1017;648;702
18;podkarpackie;1807;krośnieński;1807023;gm.m-w. Dukla;Krośnieński;14476;5133;5007;35,4587;34,5883;0;213;1153;1675;1093;999;0;197;1120;1641;1072;977
6;lubelskie;603;chełmski;603082;gm.w Rejowiec Fabryczny;Chełmski;4210;1550;1456;36,8171;34,5843;0;84;336;521;324;285;0;69;321;491;304;271
30;wielkopolskie;3007;kaliski;3007022;gm.w Brzeziny;Kaliski;5792;2046;2000;35,3246;34,5304;0;85;484;691;381;405;0;80;468;677;374;401
12;małopolskie;1202;brzeski;1202052;gm.w Gnojnik;Tarnowski;8020;2835;2769;35,3491;34,5262;0;136;786;966;473;474;0;130;768;951;465;455
20;podlaskie;2010;siemiatycki;2010032;gm.w Dziadkowice;Białostocki;2688;972;928;36,1607;34,5238;0;41;199;290;179;263;0;36;186;281;169;256
14;mazowieckie;1426;siedlecki;1426092;gm.w Skórzec;Siedlecki;7914;2838;2732;35,8605;34,5211;0;110;766;1016;487;459;0;102;734;974;476;446
20;podlaskie;2005;hajnowski;2005042;gm.w Czyże;Białostocki;1927;700;665;36,3259;34,5096;0;17;99;174;128;282;0;15;90;165;122;273
20;podlaskie;2003;bielski;2003062;gm.w Orla;Białostocki;2638;950;909;36,0121;34,4579;0;24;134;233;180;379;0;24;120;226;177;362
